id,profile_url
349,17049
350,77407
351,77408
352,81949
353,64238
354,35317
355,63016
356,63861
357,47654
358,32597
359,16075
360,45108
361,2872
362,27469
363,23641
364,90135
365,15936
366,89450
367,94998
368,95435
369,95901
370,91238
371,99318
372,48025
373,75358
374,78501
375,77522
376,17103
377,89603
378,28934
379,27226
380,37622
381,79749
382,24135
383,39296
384,12793
385,21191
386,60752
387,21251
388,61003
389,44546
390,81549
391,21197
392,56888
393,61498
394,77244
395,79582
396,16491
397,45900
398,42842
399,90988
400,29554
401,90642
402,3568
403,25360
404,80744
405,93080
406,94598
407,89842
408,34712
409,34713
410,51685
411,82174
412,82852
413,79492
414,60934
415,29300
416,15374
417,33411
418,11254
419,70237
420,58159
421,6005
422,10913
423,48035
424,30219
425,39037
426,81455
427,59217
428,84638
429,84641
430,84945
431,73650
432,30284
433,81714
434,45816
435,31920
436,92775
437,98065
438,98893
439,67882
440,51070
441,13163
442,71340
443,76468
444,13459
445,76342
446,76818
447,59250
448,56867
449,78435
450,53602
451,39969
452,75655
453,21385
454,76220
455,20442
456,29273
457,69835
458,81722
459,39471
460,41091
461,47672
462,30578
463,76263
464,98678
465,54737
466,4390
467,9301
468,76746
469,77146
470,24886
471,48039
472,77559
473,82069
474,43452
475,32186
476,67457
477,39753
478,76766
479,78392
480,52786
481,18954
482,13257
483,77189
484,41535
485,32430
486,43905
487,80179
488,29184
489,77601
490,72421
491,9214
492,55160
493,18967
494,50790
495,93801
496,89716
497,96778
498,99673
499,14796
500,5296
501,23279
502,75293
503,84283
504,84260
505,60898
506,62531
507,5684
508,73472
509,9969
510,55088
511,71520
512,67776
513,47665
514,40889
515,64968
516,15678
517,69185
518,23635
519,28184
520,33141
521,27401
522,69773
523,85161
524,39847
525,97496
526,27346
527,100652
528,71677
529,27332
530,75826
531,49229
532,9946
533,5363
534,44794
535,26022
536,66584
537,81723
538,69131
539,69177
540,90613
541,30276
542,25811
543,15935
544,11378
545,21351
546,72023
547,87617
548,36961
549,95057
550,99162
551,13276
552,5071
553,52460
554,75133
555,2362
556,17076
557,63300
558,48236
559,42907
560,3498
561,17187
562,21181
563,10168
564,54986
565,72710
566,26879
567,77618
568,13235
569,99289
570,90625
571,64617
572,15035
573,39390
574,15940
575,29549
576,29844
577,29618
578,29770
579,91294
580,92711
581,97548
582,17059
583,33474
584,135
585,50013
586,50012
587,78667
588,48066
589,72389
590,82371
591,36822
592,12606
593,77663
594,40989
595,85312
596,89190
597,83592
598,26883
599,26884
600,61466
601,90674
602,45959
603,85461
604,6029
605,15970
606,12028
607,57204
608,37530
609,91945
610,92935
611,101838
612,101885
613,89600
614,53981
615,19651
616,56682
617,82154
618,77876
619,37660
620,62006
621,56564
622,77514
623,32360
624,88812
625,47367
626,12162
627,12191
628,91864
629,95114
630,91043
631,97991
632,13474
633,22883
634,75121
635,77933
636,56653
637,81983
638,46265
639,19063
640,79756
641,47898
642,51550
643,47402
644,81926
645,16290
646,1205
647,60134
648,14251
649,67251
650,17789
651,51009
652,37634
653,82871
654,33571
655,33569
656,33568
657,57938
658,84666
659,82163
660,42897
661,77075
662,79846
663,3511
664,93195
665,97951
666,98069
667,98070
668,93161
669,53
670,75373
671,66663
672,10420
673,79650
674,42895
675,74154
676,49559
677,49560
678,17176
679,51848
680,61093
681,23221
682,28866
683,30590
684,84489
685,58699
686,3063
687,55480
688,21350
689,98935
690,82800
691,8674
692,73373
693,19660
694,79179
695,51881
696,11043
697,82860
698,76282
699,18098
700,41136
701,44392
702,12444
703,44834
704,64956
705,16856
706,62943
707,80850
708,19886
709,26340
710,27157
711,84762
712,14726
713,39232
714,5029
715,98196
716,98372
717,26358
718,40833
719,20957
720,20956
721,74459
722,30004
723,41000
724,24690
725,12998
726,37658
727,36852
728,84305
729,4205
730,84689
731,30283
732,67294
733,79743
734,82824
735,82820
736,82821
737,91058
738,18584
739,99140
740,26418
741,54735
742,57483
743,884
744,33802
745,12505
746,76012
747,76422
748,8240
749,64934
750,44639
751,29277
752,66873
753,59894
754,12845
755,60137
756,47058
757,81298
758,16078
759,88525
760,70064
761,15959
762,22657
763,93361
764,94635
765,78542
766,64957
767,33504
768,77709
769,32431
770,84152
771,36344
772,63531
773,47724
774,88608
775,6431
776,32594
777,14391
778,99086
779,100651
780,119
781,1144
782,24408
783,71659
784,71663
785,10434
786,79474
787,61017
788,82418
789,77454
790,74639
791,83783
792,83784
793,71223
794,10909
795,32106
796,68232
797,52469
798,24421
799,24708
800,22298
801,73433
802,66054
803,7927
804,59891
805,46255
806,13339
807,28774
808,25276
809,29347
810,79165
811,82439
812,62152
813,16129
814,15949
815,12423
816,98056
817,68223
818,78052
819,64051
820,36817
821,74
822,55094
823,84049
824,36294
825,65612
826,70996
827,49952
828,10687
829,41089
830,43677
831,8728
832,8721
833,48007
834,23640
835,97703
836,101864
837,32745
838,66734
839,11107
840,73960
841,76977
842,77149
843,49958
844,72390
845,8773
846,69791
847,9737
848,74227
849,13879
850,49116
851,77422
852,22717
853,13869
854,59229
855,73312
856,81215
857,6548
858,44882
859,51417
860,43585
861,90895
862,39154
863,57200
864,23281
865,93020
866,70391
867,33447
868,81994
869,61090
870,41676
871,12440
872,9692
873,27169
874,78987
875,91949
876,96735
877,99080
878,22566
879,52905
880,2882
881,74503
882,74653
883,75369
884,31655
885,12378
886,67260
887,13249
888,79125
889,74767
890,62348
891,67151
892,75182
893,19616
894,70448
895,44620
896,31014
897,48047
898,19890
899,35261
900,77498
901,27048
902,59660
903,21333
904,77835
905,48717
906,89899
907,43028
908,43030
909,47052
910,82779
911,31511
912,69986
913,64970
914,68713
915,73048
916,14981
917,21497
918,75397
919,66183
920,20276
921,24740
922,69139
923,69179
924,55578
925,76761
926,37378
927,79603
928,94505
929,97845
930,98089
931,47529
932,110
933,291
934,52184
935,44625
936,82740
937,61091
938,10713
939,25819
940,20922
941,16157
942,70235
943,13449
944,86497
945,56365
946,54730
947,77584
948,84318
949,4177
950,22240
951,65333
952,38321
953,50986
954,20521
955,46156
956,3501
957,52777
958,85455
959,82061
960,90640
961,97829
962,68823
963,70183
964,18587
965,43426
966,77406
967,84149
968,48732
969,28346
970,70421
971,4199
972,47396
973,52024
974,10727
975,20554
976,73437
977,16296
978,40444
979,26336
980,26335
981,68038
982,18317
983,90676
984,34048
985,90140
986,70003
987,19730
988,115
989,76467
990,78603
991,77869
992,28968
993,34175
994,60056
995,31304
996,75465
997,53302
998,1042
999,33773
1000,44785
1001,30548
1002,23253
1003,62338
1004,61293
1005,79642
1006,48527
1007,37638
1008,48806
1009,19552
1010,79720
1011,70236
1012,62275
1013,21534
1014,5
1015,19115
1016,12166
1017,14390
1018,81470
1019,22124
1020,29633
1021,95070
1022,18877
1023,7975
1024,61655
1025,74464
1026,75286
1027,41023
1028,41022
1029,77453
1030,79482
1031,83160
1032,76951
1033,76952
1034,4176
1035,57544
1036,65038
1037,75131
1038,18290
1039,21562
1040,47894
1041,74179
1042,76367
1043,67761
1044,5364
1045,42849
1046,49951
1047,62246
1048,17083
1049,24705
1050,29303
1051,32079
1052,40898
1053,40943
1054,8756
1055,21727
1056,55038
1057,23863
1058,13448
1059,58096
1060,1352
1061,69962
1062,27804
1063,57539
1064,21219
1065,60941
1066,9957
1067,69188
1068,66397
1069,80471
1070,45898
1071,70063
1072,24210
1073,41096
1074,49081
1075,69961
1076,64886
1077,85998
1078,29557
1079,80277
1080,91702
1081,93081
1082,93753
1083,93754
1084,91245
1085,91242
1086,98356
1087,98942
1088,14794
1089,101734
1090,817
1091,71430
1092,23278
1093,77870
1094,84634
1095,77711
1096,33491
1097,76894
1098,79667
1099,15020
1100,17739
1101,36351
1102,71372
1103,69495
1104,76584
1105,47642
1106,1019
1107,79655
1108,48064
1109,15017
1110,24689
1111,65307
1112,70303
1113,18114
1114,42707
1115,62138
1116,14556
1117,36377
1118,62238
1119,19273
1120,15964
1121,73905
1122,91947
1123,95905
1124,96755
1125,97917
1126,97986
1127,98273
1128,99160
1129,73598
1130,68220
1131,8672
1132,24092
1133,22885
1134,75376
1135,76744
1136,77064
1137,42914
1138,66786
1139,5284
1140,81999
1141,27816
1142,12613
1143,61386
1144,18953
1145,48530
1146,49285
1147,12716
1148,18799
1149,44817
1150,29342
1151,61484
1152,56182
1153,65295
1154,18181
1155,77648
1156,29249
1157,29281
1158,29285
1159,81459
1160,27004
1161,98063
1162,99152
1163,89684
1164,13156
1165,1169
1166,13162
1167,60956
1168,81257
1169,69445
1170,43428
1171,73207
1172,75521
1173,40995
1174,75980
1175,76577
1176,17674
1177,18606
1178,9756
1179,77957
1180,69444
1181,48061
1182,48535
1183,52450
1184,12290
1185,73806
1186,9265
1187,32574
1188,85364
1189,62231
1190,25071
1191,76759
1192,84161
1193,93389
1194,97843
1195,27344
1196,27345
1197,89565
1198,58277
1199,79138
1200,9567
1201,25479
1202,71202
1203,78331
1204,23893
1205,12441
1206,29472
1207,79988
1208,43879
1209,48541
1210,12780
1211,23313
1212,65787
1213,84970
1214,59733
1215,42866
1216,15630
1217,39045
1218,20437
1219,27162
1220,19707
1221,93379
1222,97903
1223,98897
1224,84834
1225,49752
1226,25909
1227,43875
1228,41600
1229,84042
1230,67456
1231,15155
1232,16186
1233,21218
1234,75728
1235,23238
1236,18972
1237,65592
1238,76487
1239,66367
1240,61927
1241,39155
1242,28918
1243,89186
1244,91152
1245,20638
1246,35045
1247,41596
1248,53537
1249,70368
1250,45317
1251,54014
1252,96730
1253,39002
1254,47836
1255,36957
1256,10647
1257,14578
1258,48976
1259,10823
1260,55085
1261,57556
1262,13000
1263,12344
1264,11807
1265,76847
1266,62210
1267,63733
1268,85977
1269,72765
1270,41620
1271,93633
1272,98697
1273,22282
1274,50160
1275,81964
1276,83739
1277,87471
1278,37650
1279,77334
1280,16318
1281,77092
1282,54982
1283,19061
1284,48894
1285,72344
1286,85046
1287,77959
1288,10643
1289,21171
1290,18956
1291,60732
1292,25513
1293,20443
1294,20875
1295,19892
1296,70245
1297,5434
1298,252
1299,49237
1300,84332
1301,77502
1302,27200
1303,19736
1304,86970
1305,2100
1306,32601
1307,71020
1308,77838
1309,54426
1310,22659
1311,92949
1312,98353
1313,10157
1314,14895
1315,71953
1316,75447
1317,76193
1318,86499
1319,21183
1320,56873
1321,35569
1322,49660
1323,80398
1324,49543
1325,16615
1326,74574
1327,32997
1328,49542
1329,70818
1330,4208
1331,16546
1332,68100
1333,51541
1334,74166
1335,39932
1336,49715
1337,61092
1338,48051
1339,49390
1340,78733
1341,64833
1342,53279
1343,29260
1344,10684
1345,15652
1346,43974
1347,62187
1348,19996
1349,22830
1350,26014
1351,85087
1352,98010
1353,74647
1354,77546
1355,71731
1356,74461
1357,54363
1358,54364
1359,57412
1360,82189
1361,10749
1362,70158
1363,16808
1364,30223
1365,17741
1366,53298
1367,9977
1368,48283
1369,12875
1370,12392
1371,76339
1372,58158
1373,42864
1374,79803
1375,34119
1376,29548
1377,29611
1378,95434
1379,91248
1380,89609
1381,97831
1382,98313
1383,99320
1384,46217
1385,75371
1386,75828
1387,11119
1388,71691
1389,62945
1390,26479
1391,22507
1392,66585
1393,15031
1394,8793
1395,8737
1396,23232
1397,48525
1398,81592
1399,77941
1400,55536
1401,21925
1402,39473
1403,56263
1404,20633
1405,90046
1406,98097
1407,99005
1408,76747
1409,89964
1410,28410
1411,71161
1412,29283
1413,12812
1414,81545
1415,55093
1416,47664
1417,13875
1418,12247
1419,42393
1420,9614
1421,58997
1422,48562
1423,62022
1424,64264
1425,27151
1426,39386
1427,30598
1428,74702
1429,1581
1430,74086
1431,18453
1432,65911
1433,33424
1434,133
1435,28899
1436,32874
1437,31369
1438,66338
1439,78026
1440,71424
1441,53980
1442,50028
1443,71671
1444,11110
1445,50382
1446,75392
1447,26437
1448,76979
1449,76997
1450,77520
1451,2473
1452,78866
1453,47584
1454,22180
1455,87338
1456,15305
1457,51838
1458,29337
1459,72988
1460,69514
1461,77264
1462,72038
1463,46989
1464,39721
1465,72340
1466,24098
1467,28879
1468,79017
1469,76415
1470,28784
1471,28785
1472,41679
1473,5467
1474,59249
1475,68882
1476,35558
1477,13876
1478,78031
1479,24120
1480,64638
1481,85943
1482,62840
1483,24901
1484,84302
1485,46566
1486,23940
1487,69511
1488,75134
1489,80472
1490,48549
1491,71128
1492,50644
1493,38542
1494,69330
1495,14689
1496,70176
1497,24513
1498,74030
1499,15448
1500,57214
1501,58831
1502,15472
1503,30607
1504,60289
1505,74701
1506,31492
1507,2315
1508,15939
1509,58728
1510,28618
1511,50705
1512,39233
1513,40912
1514,91254
1515,10441
1516,10439
1517,29651
1518,92770
1519,16462
1520,36130
1521,63304
1522,95910
1523,97860
1524,98911
1525,98938
1526,13947
1527,99716
1528,99749
1529,100393
1530,43784
1531,93530
1532,101561
1533,92993
1534,25790
1535,15679
1536,9306
1537,61208
1538,20317
1539,82417
1540,88615
1541,29343
1542,18330
1543,70031
1544,33948
1545,76734
1546,70823
1547,13866
1548,47709
1549,77588
1550,66787
1551,32736
1552,12053
1553,250
1554,62320
1555,75667
1556,76253
1557,89447
1558,97910
1559,98690
1560,101839
1561,93149
1562,35246
1563,17731
1564,33404
1565,47648
1566,70812
1567,70822
1568,31589
1569,49473
1570,63408
1571,9948
1572,29335
1573,36293
1574,77242
1575,3449
1576,23638
1577,59665
1578,26689
1579,12189
1580,91381
1581,96371
1582,27144
1583,74094
1584,76223
1585,78499
1586,82183
1587,72309
1588,79761
1589,69205
1590,44412
1591,62526
1592,23956
1593,19883
1594,16187
1595,17446
1596,12651
1597,10718
1598,42879
1599,37935
1600,29143
1601,36342
1602,7941
1603,20468
1604,13246
1605,13236
1606,13
1607,90629
1608,38209
1609,51412
1610,58977
1611,41140
1612,85969
1613,100390
1614,43780
1615,71681
1616,46100
1617,12236
1618,85310
1619,44790
1620,24146
1621,39786
1622,83573
1623,24139
1624,74173
1625,51450
1626,21509
1627,16200
1628,44538
1629,80770
1630,44878
1631,53282
1632,26874
1633,54977
1634,22276
1635,22721
1636,25507
1637,39001
1638,61437
1639,90678
1640,90142
1641,24878
1642,85434
1643,15966
1644,86842
1645,90088
1646,3575
1647,94999
1648,56323
1649,57481
1650,84933
1651,75178
1652,5274
1653,22452
1654,22496
1655,13870
1656,3528
1657,47054
1658,17068
1659,3489
1660,56680
1661,1281
1662,79601
1663,29774
1664,93013
1665,91487
1666,100677
1667,117
1668,56987
1669,51723
1670,35295
1671,75353
1672,77991
1673,76955
1674,67150
1675,79989
1676,71226
1677,16852
1678,42339
1679,47746
1680,22284
1681,62096
1682,85613
1683,18349
1684,40326
1685,27371
1686,62097
1687,33407
1688,59210
1689,63971
1690,22287
1691,18961
1692,12866
1693,247
1694,63734
1695,30497
1696,18963
1697,93066
1698,96748
1699,98312
1700,28409
1701,71699
1702,75194
1703,11051
1704,12813
1705,74241
1706,74117
1707,59238
1708,21177
1709,79116
1710,36053
1711,56689
1712,65308
1713,48987
1714,62337
1715,22161
1716,60907
1717,81724
1718,78871
1719,25617
1720,97719
1721,97876
1722,33960
1723,41021
1724,145
1725,667
1726,3189
1727,3183
1728,48905
1729,70480
1730,71667
1731,74090
1732,75214
1733,75216
1734,57407
1735,78546
1736,78660
1737,52183
1738,70334
1739,60995
1740,16127
1741,78969
1742,18242
1743,12843
1744,88494
1745,13335
1746,76365
1747,76965
1748,20606
1749,47839
1750,11762
1751,49985
1752,20918
1753,65093
1754,24122
1755,9847
1756,68269
1757,12548
1758,10267
1759,64248
1760,53418
1761,48032
1762,78781
1763,45489
1764,42302
1765,28781
1766,69060
1767,20745
1768,27376
1769,27165
1770,64606
1771,17063
1772,17957
1773,14967
1774,90830
1775,11997
1776,62316
1777,56367
1778,41092
1779,10274
1780,72768
1781,32108
1782,29620
1783,29629
1784,92714
1785,35048
1786,93488
1787,93797
1788,89685
1789,52046
1790,97924
1791,97950
1792,98049
1793,98057
1794,98110
1795,98277
1796,98614
1797,98668
1798,100401
1799,35299
1800,77145
1801,54763
1802,76281
1803,41083
1804,77552
1805,76627
1806,44920
1807,17288
1808,21176
1809,52990
1810,47714
1811,66428
1812,68633
1813,27015
1814,40599
1815,74153
1816,60918
1817,76352
1818,16288
1819,40831
1820,40825
1821,22880
1822,19442
1823,48250
1824,85227
1825,63751
1826,53045
1827,52463
1828,66466
1829,23223
1830,66849
1831,64389
1832,48006
1833,12133
1834,79848
1835,87273
1836,91871
1837,80736
1838,92555
1839,96102
1840,101874
1841,70886
1842,33797
1843,78868
1844,76756
1845,23985
1846,37056
1847,70898
1848,41648
1849,76333
1850,82005
1851,25505
1852,50966
1853,36854
1854,44835
1855,8987
1856,70862
1857,42846
1858,18456
1859,91863
1860,91297
1861,35036
1862,89721
1863,89883
1864,89555
1865,41076
1866,14155
1867,84690
1868,46290
1869,82736
1870,4539
1871,27300
1872,84162
1873,76883
1874,3530
1875,59900
1876,69732
1877,50985
1878,64588
1879,52871
1880,15444
1881,23296
1882,59901
1883,43583
1884,98194
1885,5293
1886,72529
1887,83606
1888,82735
1889,26015
1890,49909
1891,5326
1892,33486
1893,25911
1894,78988
1895,89429
1896,58999
1897,19889
1898,5433
1899,70920
1900,60936
1901,27308
1902,47547
1903,23799
1904,54142
1905,45905
1906,22823
1907,26018
1908,18176
1909,54667
1910,97712
1911,97713
1912,99321
1913,96667
1914,12872
1915,20915
1916,12092
1917,3181
1918,18102
1919,20906
1920,11885
1921,76740
1922,76741
1923,84262
1924,84931
1925,76396
1926,47719
1927,25042
1928,24238
1929,74214
1930,31309
1931,66649
1932,75503
1933,1359
1934,50838
1935,81719
1936,35320
1937,78343
1938,65792
1939,67537
1940,12820
1941,18226
1942,68697
1943,40802
1944,69314
1945,79130
1946,39038
1947,79571
1948,16344
1949,29187
1950,39468
1951,30509
1952,30569
1953,16999
1954,10266
1955,57206
1956,93067
1957,95965
1958,97495
1959,96758
1960,97984
1961,98340
1962,89851
1963,50037
1964,41026
1965,71221
1966,71775
1967,75391
1968,83058
1969,84133
1970,9704
1971,26185
1972,60948
1973,71141
1974,12404
1975,62219
1976,10322
1977,46895
1978,76410
1979,1294
1980,49954
1981,72415
1982,15348
1983,12552
1984,77474
1985,12722
1986,61430
1987,12737
1988,63533
1989,12932
1990,74345
1991,22281
1992,59191
1993,63075
1994,9486
1995,87521
1996,34051
1997,59595
1998,14183
1999,90990
2000,83597
2001,821
2002,92460
2003,92952
2004,93452
2005,99100
2006,90059
2007,40832
2008,57484
2009,108
2010,18285
2011,75382
2012,61209
2013,75873
2014,76218
2015,61016
2016,18340
2017,10100
2018,64960
2019,6430
2020,64047
2021,64253
2022,56788
2023,19614
2024,55086
2025,64375
2026,84308
2027,56727
2028,20921
2029,31311
2030,75177
2031,32418
2032,47484
2033,78025
2034,59203
2035,33560
2036,3442
2037,60851
2038,51416
2039,71017
2040,8342
2041,29610
2042,92951
2043,95119
2044,99087
2045,85803
2046,73924
2047,73968
2048,74760
2049,77026
2050,78664
2051,16313
2052,77330
2053,78440
2054,8780
2055,81222
2056,13002
2057,61042
2058,62836
2059,40886
2060,5482
2061,26691
2062,12443
2063,49095
2064,62529
2065,33446
2066,58160
2067,68234
2068,14622
2069,75636
2070,75633
2071,29294
2072,1018
2073,85028
2074,32462
2075,48754
2076,89435
2077,56368
2078,78088
2079,89446
2080,93700
2081,68832
2082,65959
2083,34714
2084,33469
2085,4394
2086,70510
2087,17807
2088,841
2089,34165
2090,34043
2091,49990
2092,12504
2093,27330
2094,74465
2095,53446
2096,41027
2097,75969
2098,76417
2099,78471
2100,78768
2101,17101
2102,83156
2103,33739
2104,60963
2105,22179
2106,88617
2107,62235
2108,44764
2109,24253
2110,59038
2111,75301
2112,75402
2113,87194
2114,24506
2115,41033
2116,10354
2117,30225
2118,72195
2119,34278
2120,83578
2121,56858
2122,7957
2123,1356
2124,18974
2125,19051
2126,21313
2127,70243
2128,74614
2129,15356
2130,54344
2131,13462
2132,70180
2133,20879
2134,8772
2135,15033
2136,77421
2137,21728
2138,29305
2139,16549
2140,75346
2141,67759
2142,35923
2143,20043
2144,23242
2145,36823
2146,58276
2147,64467
2148,9971
2149,54985
2150,85073
2151,35286
2152,64155
2153,23482
2154,75668
2155,81942
2156,76881
2157,26367
2158,31143
2159,13205
2160,25474
2161,21532
2162,15420
2163,61923
2164,9793
2165,27175
2166,47524
2167,67021
2168,20451
2169,76762
2170,51359
2171,20241
2172,76625
2173,70643
2174,29346
2175,23840
2176,78736
2177,23311
2178,29153
2179,14598
2180,73561
2181,12611
2182,26187
2183,24121
2184,60905
2185,12798
2186,17656
2187,74105
2188,19064
2189,39051
2190,11723
2191,5328
2192,58994
2193,31261
2194,53238
2195,85940
2196,14558
2197,77604
2198,27014
2199,48513
2200,90685
2201,90163
2202,52497
2203,19873
2204,2554
2205,14970
2206,48510
2207,1614
2208,6027
2209,67427
2210,57215
2211,38334
2212,38333
2213,49085
2214,30561
2215,60923
2216,15942
2217,56262
2218,58722
2219,47525
2220,82063
2221,62925
2222,29616
2223,25375
2224,92459
2225,23101
2226,93366
2227,93450
2228,93763
2229,93764
2230,94600
2231,93367
2232,97828
2233,97922
2234,97923
2235,97926
2236,98220
2237,98549
2238,99748
2239,101279
2240,78385
2241,76197
2242,85304
2243,85048
2244,59709
2245,70348
2246,85049
2247,18824
2248,68765
2249,13501
2250,24452
2251,76968
2252,18097
2253,71
2254,48930
2255,21262
2256,62203
2257,30573
2258,26998
2259,91858
2260,16463
2261,98594
2262,55540
2263,81971
2264,81959
2265,84255
2266,90389
2267,81991
2268,81992
2269,85662
2270,8744
2271,11873
2272,81300
2273,47740
2274,70105
2275,71090
2276,10641
2277,54793
2278,44408
2279,14238
2280,79881
2281,70993
2282,78993
2283,19282
2284,23674
2285,58726
2286,79395
2287,79774
2288,93011
2289,100388
2290,27343
2291,10161
2292,70199
2293,1143
2294,47390
2295,54728
2296,12348
2297,12373
2298,56849
2299,82068
2300,29310
2301,56870
2302,33684
2303,31529
2304,28452
2305,53054
2306,16812
2307,28855
2308,32099
2309,27304
2310,47834
2311,4201
2312,79788
2313,25682
2314,65610
2315,33428
2316,85303
2317,17278
2318,59670
2319,77370
2320,90087
2321,72761
2322,21075
2323,50115
2324,10624
2325,97715
2326,91547
2327,18446
2328,13463
2329,51108
2330,35296
2331,76999
2332,80909
2333,77880
2334,84639
2335,63748
2336,30115
2337,24116
2338,52455
2339,18247
2340,62458
2341,78152
2342,16922
2343,75976
2344,78986
2345,82841
2346,69678
2347,91405
2348,93063
2349,99315
2350,24037
2351,76938
2352,34433
2353,70147
2354,82420
2355,81482
2356,84263
2357,87345
2358,10721
2359,42883
2360,11042
2361,60894
2362,59193
2363,79049
2364,15013
2365,18065
2366,72867
2367,76626
2368,47653
2369,29471
2370,62240
2371,82021
2372,60378
2373,75646
2374,90675
2375,55162
2376,98106
2377,71492
2378,71732
2379,78771
2380,81020
2381,60998
2382,53427
2383,32188
2384,77556
2385,65788
2386,70425
2387,44159
2388,81554
2389,42814
2390,14799
2391,282
2392,77592
2393,25910
2394,73004
2395,20447
2396,20445
2397,54767
2398,1476
2399,22277
2400,64485
2401,12437
2402,57979
2403,9982
2404,35645
2405,47796
2406,34855
2407,25056
2408,23289
2409,24885
2410,54687
2411,91049
2412,101222
2413,101226
2414,46816
2415,134
2416,72377
2417,50380
2418,26356
2419,29188
2420,84944
2421,77980
2422,21225
2423,63970
2424,77333
2425,75129
2426,44393
2427,21593
2428,30264
2429,82071
2430,13838
2431,76970
2432,48954
2433,55030
2434,18240
2435,47739
2436,79704
2437,67254
2438,18228
2439,11082
2440,49432
2441,55051
2442,81457
2443,62535
2444,85599
2445,42820
2446,77611
2447,19992
2448,88723
2449,79556
2450,41619
2451,97709
2452,97868
2453,73549
2454,12836
2455,74072
2456,84254
2457,32080
2458,59027
2459,71120
2460,70928
2461,47742
2462,29338
2463,70791
2464,48554
2465,10310
2466,58364
2467,12818
2468,28878
2469,12013
2470,92773
2471,75290
2472,75458
2473,82427
2474,1580
2475,1583
2476,83765
2477,81217
2478,78058
2479,39157
2480,59198
2481,81034
2482,80958
2483,57336
2484,49244
2485,27546
2486,76488
2487,21537
2488,36819
2489,81226
2490,77939
2491,80189
2492,29344
2493,36295
2494,19691
2495,15950
2496,79860
2497,12417
2498,95249
2499,70395
2500,15010
2501,78532
